	TF	Target	Sources	PMIDs	N	Factor / Gene Name
4741	GLI1	DARS2	TFacTs	|11719506	2	GLI1 / DARS2
4742	CEBPB	KLF5	ORTI		1	CEBPB / KLF5
4743	ATF3	ID1	Fastforward|TRRUST	12718878|20565867	2	ATF3 / ID1
4744	TP53	JAG2	HTRI	16980608	1	TP53 / JAG2
4745	KCNIP3	FOS	Fastforward	10078534	1	KCNIP3 / FOS
4746	RXRA	PLAT	HTRI|TFacTs	19538480|19538480	1	RXRA / PLAT
4747	MAX	YBX1	Fastforward	12080043	1	MAX / YBX1
4748	ESR1	CDC25A	TFacTs	|16598773	2	ESR1 / CDC25A
4749	SP1	IGFBP1	HTRI|TRRUST	8544848|2849945	2	SP1 / IGFBP1
4750	NR1H2	ABCG8	TFacTs	|19258656	2	NR1H2 / ABCG8
4751	FABP4	DBH	PAZAR	9763470	1	FABP4 / DBH
4752	CEBPB	DAPK1	TRRUST	19521987	1	CEBPB / DAPK1
4753	RELA	NLRP2	TRRUST	18056399	1	RELA / NLRP2
4754	CTNNB1	AKT1	TFacTs	pmid: 15888491	1	CTNNB1 / AKT1
4755	E2F1	CCND1	TFacTs|TRRUST	|7929342|10594784|20220142|20655656|8618861|19876926|22768064|8137237|9584162	10	E2F1 / CCND1
4756	SPI1	MS4A1	PAZAR|TRRUST	9354667|11226004|15892171|19769942	4	SPI1 / MS4A1
4757	TCF3	CDK6	TRRUST	21788410	1	TCF3 / CDK6
4758	TP53	E2F3	TRRUST	20428827	1	TP53 / E2F3
4759	PAX6	RELN	PAZAR	17014839	1	PAX6 / RELN
4760	HIF1A	TWIST2	TRRUST	21931630	1	HIF1A / TWIST2
4761	STAT1	CCR1	TRRUST	16628196	1	STAT1 / CCR1
4762	TWIST2	ERBB3	TRRUST	19051271	1	TWIST2 / ERBB3
4763	STAT3	HAMP	TFacTs|TRRUST	|16946298|18671304|16835372	4	STAT3 / HAMP
4764	STAT3	EGFR	TRRUST	21590492|23504318	2	STAT3 / EGFR
4765	GTF3A	ADM	TRRUST	12630823	1	GTF3A / ADM
4766	TWIST1	NF1	TRRUST	19051271	1	TWIST1 / NF1
4767	E2F1	TP73	Fastforward|TRRUST	11034215|11988839|11115495|12766778|17980704|11988839|19188449	6	E2F1 / TP73
4768	STAT3	S1PR1	TRRUST	21102457	1	STAT3 / S1PR1
4769	LHX2	TSHB	TRRUST	22535646	1	LHX2 / TSHB
4770	PHF10	CASP3	TRRUST	20530714	1	PHF10 / CASP3
4771	TCF7L2	PTGS2	TRRUST	11396184	1	TCF7L2 / PTGS2
4772	MEF2A	MMP10	TRRUST	19935709	1	MEF2A / MMP10
4773	WT1	STIM1	TRRUST	20123987	1	WT1 / STIM1
4774	CTCF	GAS7	ORegAnno	22951020	1	CTCF / GAS7
4775	MYC	RHOG	HTRI	12695333	1	MYC / RHOG
4776	TP73	POLD2	HTRI	19861536	1	TP73 / POLD2
4777	NFKB1	IRF4	Fastforward|TRRUST	14581002|17018379	2	NFKB1 / IRF4
4778	ATF4	TRIB3	TRRUST	15775988|20592469|21220698	3	ATF4 / TRIB3
4779	STAT1	IL1B	TRRUST	17386941	1	STAT1 / IL1B
4780	RELA	OLR1	TRRUST	15001526	1	RELA / OLR1
4781	HDAC4	TGIF1	TRRUST	17610967	1	HDAC4 / TGIF1
4782	MYCN	GRHL1	TRRUST	24419085	1	MYCN / GRHL1
4783	MITF	BCL2A1	TRRUST	23447565	1	MITF / BCL2A1
4784	TCF3	CDKN2A	HTRI	15138269	1	TCF3 / CDKN2A
4785	NR1I2	NSMCE1	HTRI	19129222	1	NR1I2 / NSMCE1
4786	CTNNB1	STARD7	TRRUST	21622533	1	CTNNB1 / STARD7
4787	BARD1	ESR1	TRRUST	20060929	1	BARD1 / ESR1
4788	SP1	CDH2	TRRUST	15541732	1	SP1 / CDH2
4789	RELA	IRF1	Fastforward|TRRUST	18694960|18694960|12077266	2	RELA / IRF1
4790	HNF4A	APOA2	TRRUST	1639815	1	HNF4A / APOA2
4791	E2F4	CCNB1	TRRUST	22508987	1	E2F4 / CCNB1
4792	TCF4	CCND1	TRRUST	20459685|19662654|19778454	3	TCF4 / CCND1
4793	E2F4	TTK	HTRI|TRRUST	11799066|17981789	2	E2F4 / TTK
4794	GATA1	PRG2	TRRUST	10438731|12202480	2	GATA1 / PRG2
4795	STAT1	SERPINA3	PAZAR	9461605	1	STAT1 / SERPINA3
4796	NFIC	TP53	Fastforward	12145335|8816507	2	NFIC / TP53
4797	MYC	EIF5A2	HTRI	12695333	1	MYC / EIF5A2
4798	NFKB1	BRCA2	HTRI|Fastforward|TRRUST	10961992|10961992|10961992	1	NFKB1 / BRCA2
4799	YY1	TP73	TFacTs|TRRUST	|18029729|17980704	3	YY1 / TP73
4800	SMAD4	CYR61	TFacTs	|16616811	2	SMAD4 / CYR61
4801	FOXA1	CEBPA	HTRI	19074951	1	FOXA1 / CEBPA
4802	TBPL1	NF1	Fastforward|TRRUST	15767669|15767669	1	TBPL1 / NF1
4803	KLF4	LAMA3	TRRUST	11551969	1	KLF4 / LAMA3
4804	MYC	TAF8	HTRI	12695333	1	MYC / TAF8
4805	FLI1	MPL	TRRUST	15466856	1	FLI1 / MPL
4806	NSD2	CDKN2A	HTRI	19340300	1	NSD2 / CDKN2A
4807	STAT1	CCL3	TRRUST	16628196	1	STAT1 / CCL3
4808	IRF7	IFNA13	TRRUST	12077266	1	IRF7 / IFNA13
4809	NR1H4	KRT13	TRRUST	21619550	1	NR1H4 / KRT13
4810	CREB1	MUC4	TRRUST	19757157|11418607	2	CREB1 / MUC4
4811	POU2F2	IL5	TRRUST	10491186	1	POU2F2 / IL5
4812	JUN	CCND1	HTRI|TFacTs|TRRUST	14672732||17637753|10500157|16393119|19435822|20220142|21474819|14672732	8	JUN / CCND1
4813	E2F3	PLK1	TFacTs|TRRUST	|18439978|16909110	3	E2F3 / PLK1
4814	EZH2	ADAMTS1	TRRUST	22514714	1	EZH2 / ADAMTS1
4815	GATA3	SLCO4C1	TRRUST	23874392	1	GATA3 / SLCO4C1
4816	CEBPA	HNF4A	Fastforward	16980607	1	CEBPA / HNF4A
4817	E2F4	OIP5	HTRI	11799066	1	E2F4 / OIP5
4818	MTA1	MYC	TRRUST	12431981	1	MTA1 / MYC
4819	HIF1A	ENO1	Fastforward|TRRUST	8955077|8089148|8955077	2	HIF1A / ENO1
4820	MYC	TP53	Fastforward|TRRUST	7969121|8494784|19086036	3	MYC / TP53
4821	SP3	HPR	HTRI	12088866	1	SP3 / HPR
4822	KLF4	HBA1	TRRUST	20331458	1	KLF4 / HBA1
4823	NR4A1	E2F1	Fastforward|TFacTs|TRRUST	12947120||12947120|12947120	2	NR4A1 / E2F1
4824	FOXA3	CYP3A4	TRRUST	19706729	1	FOXA3 / CYP3A4
4825	NR1I2	RPS13	HTRI	19129222	1	NR1I2 / RPS13
4826	KMT2C	HOXC6	TRRUST	21683083	1	KMT2C / HOXC6
4827	MYC	NUP155	HTRI|TFacTs	12747840||12747840	2	MYC / NUP155
4828	SP3	ITGA2	HTRI|TRRUST	8887648|11238113	2	SP3 / ITGA2
4829	YY1	FCER1A	TRRUST	11971001	1	YY1 / FCER1A
4830	DEDD	FADD	TRRUST	17193921	1	DEDD / FADD
4831	USF2	ACP5	TRRUST	12663664	1	USF2 / ACP5
4832	ETS1	TERT	TRRUST	20842112	1	ETS1 / TERT
4833	PTMA	IDO2	TRRUST	21176371|21575365	2	PTMA / IDO2
4834	SP1	MMP9	ORegAnno|TRRUST	24755270|19616522|21963718|11060311|18357389|7860222	6	SP1 / MMP9
4835	NR3C1	ELK1	TRRUST	17016446	1	NR3C1 / ELK1
4836	ATF4	IL6	TRRUST	16931790	1	ATF4 / IL6
4837	ESR2	CLU	HTRI	20034404	1	ESR2 / CLU
4838	PPARD	CAT	TRRUST	18048767	1	PPARD / CAT
4839	PPARG	SLC2A4	TRRUST	16670091	1	PPARG / SLC2A4
4840	YY1	FDPS	HTRI|TFacTs|TRRUST	10318878||10318878|10318878	2	YY1 / FDPS
4841	KLF2	CCR7	TRRUST	20146713	1	KLF2 / CCR7
4842	RELA	CXCR2	TRRUST	19156404|18555777	2	RELA / CXCR2
4843	NFATC2	REL	Fastforward	17617603	1	NFATC2 / REL
4844	NFKB1	CD58	TRRUST	9733827	1	NFKB1 / CD58
4845	SMAD3	SERPINE1	HTRI|TFacTs|TRRUST	17761371|19132220|17761371|24330518|9765209|10557285	5	SMAD3 / SERPINE1
4846	TWIST2	NF1	TRRUST	19051271	1	TWIST2 / NF1
4847	JUN	OXTR	TRRUST	10218980	1	JUN / OXTR
4848	VDR	TRPV6	TRRUST	17293108|20227497|22563729	3	VDR / TRPV6
4849	GLI2	ADD3	TFacTs	|14691458	2	GLI2 / ADD3
4850	RELA	TNFRSF9	TRRUST	12706838	1	RELA / TNFRSF9
4851	NR1H3	ABCG5	TFacTs	|19258656	2	NR1H3 / ABCG5
4852	NR4A2	CYP11B2	PAZAR	14645496	1	NR4A2 / CYP11B2
4853	NR2E3	ESR1	TRRUST	22174013	1	NR2E3 / ESR1
4854	CREB5	TNFRSF11B	TRRUST	21132541	1	CREB5 / TNFRSF11B
4855	E2F1	PCSK6	TFacTs|TRRUST	|17825503|17825503	2	E2F1 / PCSK6
4856	HIF1A	FGF2	TRRUST	19492421	1	HIF1A / FGF2
4857	NR1I2	DALRD3	HTRI	19129222	1	NR1I2 / DALRD3
4858	YY1	PSMD8	ORegAnno	22951020	1	YY1 / PSMD8
4859	YBX1	E2F1	TRRUST	22205655	1	YBX1 / E2F1
4860	TP53	HIST1H3A	HTRI	16980608	1	TP53 / HIST1H3A
4861	SP1	TEAD1	Fastforward	7642633	1	SP1 / TEAD1
4862	RELA	FST	HTRI	18226221	1	RELA / FST
4863	TCF4	CNTNAP2	TRRUST	22777675	1	TCF4 / CNTNAP2
4864	ESR1	WNT5A	HTRI	20034404	1	ESR1 / WNT5A
4865	NELFCD	CDKN1A	TRRUST	20735431	1	NELFCD / CDKN1A
4866	NR1I2	MUS81	HTRI	19129222	1	NR1I2 / MUS81
4867	PDX1	PDX1	HTRI|Fastforward	11590182|10652343|11003654	3	PDX1 / PDX1
4868	IRF8	NF1	TRRUST	15371411	1	IRF8 / NF1
4869	AR	C1orf116	HTRI	15525603	1	AR / C1orf116
4870	HOXA1	MYC	TRRUST	15665309	1	HOXA1 / MYC
4871	ELK1	EZH2	TRRUST	22222375	1	ELK1 / EZH2
4872	MYC	PIAS1	TFacTs	|11983916	2	MYC / PIAS1
4873	RBMX	KIT	TRRUST	16707624	1	RBMX / KIT
4874	VHL	IGF1R	TRRUST	17486080|19509240	2	VHL / IGF1R
4875	FOXO3	FXYD3	TFacTs	|12351634	2	FOXO3 / FXYD3
4876	VDR	CST5	TRRUST	19662683	1	VDR / CST5
4877	ETS1	MMP10	TRRUST	20432469	1	ETS1 / MMP10
4878	TP53	HSF1	TRRUST	20180806	1	TP53 / HSF1
4879	PPARG	FGF1	TRRUST	22522926	1	PPARG / FGF1
4880	MYC	RUVBL2	TFacTs	|11983916	2	MYC / RUVBL2
4881	GSC	GSC2	TRRUST	9441739	1	GSC / GSC2
4882	TAL1	PPP3CA	HTRI	20028976	1	TAL1 / PPP3CA
4883	RELA	NRF1	TRRUST	20587593	1	RELA / NRF1
4884	TFAP2A	PLAUR	HTRI|TRRUST	17317820|17317820	1	TFAP2A / PLAUR
4885	PPARG	RORA	Fastforward	17545671	1	PPARG / RORA
4886	RELA	TF	TRRUST	12744731|22119392	2	RELA / TF
4887	LMO2	CDH1	TRRUST	17167821	1	LMO2 / CDH1
4888	ESR1	PGR	HTRI|Fastforward|TRRUST	12446585|18784357|10894148|10894148|10894148|12554765|10835496	5	ESR1 / PGR
4889	SMAD4	SERPINE1	TRRUST	9765209	1	SMAD4 / SERPINE1
4890	POU6F2	CDKN2A	HTRI	19340300	1	POU6F2 / CDKN2A
4891	STAT1	SBNO2	ORegAnno	22951020	1	STAT1 / SBNO2
4892	CREB1	TLR9	TRRUST	15294971	1	CREB1 / TLR9
4893	E2F1	NCOA3	Fastforward|TFacTs	16916939||16916939	2	E2F1 / NCOA3
4894	HNF4A	LDLR	TRRUST	21123766	1	HNF4A / LDLR
4895	NFE2	AKR1C2	HTRI	16478829	1	NFE2 / AKR1C2
4896	PURA	ERBB2	TRRUST	22899247	1	PURA / ERBB2
4897	EGF	STAT1	TRRUST	11939722	1	EGF / STAT1
4898	MYCN	MMS19	HTRI	16093321	1	MYCN / MMS19
4899	RELA	CCR7	TRRUST	11830455|19164127|22158872	3	RELA / CCR7
4900	RELA	POU2F2	TRRUST	9360945	1	RELA / POU2F2
4901	HNF4A	TBP	TRRUST	19805548	1	HNF4A / TBP
4902	TFAP2A	HTT	Fastforward|TRRUST	9536082|11483245	2	TFAP2A / HTT
4903	SP1	CYP2F1	HTRI|TRRUST	15860659|15860659	1	SP1 / CYP2F1
4904	FOXQ1	VEGFA	TRRUST	20145154	1	FOXQ1 / VEGFA
4905	ETS2	LCK	TRRUST	7970721	1	ETS2 / LCK
4906	HSF1	STIP1	TRRUST	20692357|22669480	2	HSF1 / STIP1
4907	FOXO3	VEGFA	TRRUST	21860419	1	FOXO3 / VEGFA
4908	MYC	METAP2	TFacTs	|11983916	2	MYC / METAP2
4909	MYC	BLK	HTRI	12695333	1	MYC / BLK
4910	CEBPE	SPI1	TRRUST	12202480	1	CEBPE / SPI1
4911	OTX1	BEST1	TRRUST	18849347	1	OTX1 / BEST1
4912	STAT3	GAST	TRRUST	20568281|20949125	2	STAT3 / GAST
4913	HES1	GLI1	HTRI	21169257	1	HES1 / GLI1
4914	NR0B2	PCK2	TRRUST	17094771|15358835	2	NR0B2 / PCK2
4915	HDAC9	IL18	TRRUST	11944905	1	HDAC9 / IL18
4916	STAT3	CCND3	TRRUST	15184887	1	STAT3 / CCND3
4917	ETS1	RAD51	TFacTs	|16398215	2	ETS1 / RAD51
4918	NFKB1	CCL22	TRRUST	17018379	1	NFKB1 / CCL22
4919	HSF1	HOPX	TRRUST	22669480	1	HSF1 / HOPX
4920	PIAS4	MUC1	TRRUST	17717071	1	PIAS4 / MUC1
4921	RFXAP	HLA-DMB	TRRUST	11258423	1	RFXAP / HLA-DMB
4922	PTTG1	TIMP2	TRRUST	19351864	1	PTTG1 / TIMP2
4923	MEF2C	MECP2	TRRUST	20513142	1	MEF2C / MECP2
4924	MYC	CRIPT	HTRI	12747840	1	MYC / CRIPT
4925	MITF	HERC2	TRRUST	22234890	1	MITF / HERC2
4926	SP1	PDHA1	TRRUST	8476854	1	SP1 / PDHA1
4927	STAT3	HSPB1	TRRUST	14715258	1	STAT3 / HSPB1
4928	EPAS1	MSC	TRRUST	21081659	1	EPAS1 / MSC
4929	SP1	COL11A2	TRRUST	16734381	1	SP1 / COL11A2
4930	ESR1	AMH	TRRUST	13678390	1	ESR1 / AMH
4931	IRF9	CDKN1A	TRRUST	15362048	1	IRF9 / CDKN1A
4932	RELA	NR4A1	HTRI	20018891	1	RELA / NR4A1
4933	HIF1A	MT-CO2	HTRI	16818642	1	HIF1A / MT-CO2
4934	EP300	S100A4	TRRUST	17143014	1	EP300 / S100A4
4935	PPARG	TP53	HTRI|Fastforward|TRRUST	16887883|16887883|14960510|16887883	2	PPARG / TP53
4936	STAT5B	IGF1	HTRI|TRRUST	15677453|22419735	2	STAT5B / IGF1
4937	RFX5	HLA-DPB1	TRRUST	11258423	1	RFX5 / HLA-DPB1
4938	SP1	ICAM1	TRRUST	15480988	1	SP1 / ICAM1
4939	EP300	TBXAS1	TRRUST	14565864	1	EP300 / TBXAS1
4940	FOXF2	BAMBI	TRRUST	19562724	1	FOXF2 / BAMBI
4941	NR1I2	RGS6	HTRI	19129222	1	NR1I2 / RGS6
4942	CNOT8	MSMB	TRRUST	15937477	1	CNOT8 / MSMB
4943	E2F4	PRR11	HTRI	11799066	1	E2F4 / PRR11
4944	KLF5	BIRC5	HTRI|TRRUST	16595680|16595680	1	KLF5 / BIRC5
4945	YY1	SPNS1	ORegAnno	22951020	1	YY1 / SPNS1
4946	BRCA1	E2F6	TRRUST	17096023	1	BRCA1 / E2F6
4947	ATF2	APOC3	TRRUST	9760243	1	ATF2 / APOC3
4948	RELA	TNFSF10	TRRUST	11544302|20542572|21243522	3	RELA / TNFSF10
4949	E2F1	MYBL2	TRRUST	14618416|16299810	2	E2F1 / MYBL2
4950	FUS	MDM2	TRRUST	17234782	1	FUS / MDM2
4951	IRF7	NR1H4	TRRUST	23372731	1	IRF7 / NR1H4
4952	CEBPB	PCK2	TRRUST	8093246	1	CEBPB / PCK2
4953	FOXO1	WNT4	TFacTs	|17609436	2	FOXO1 / WNT4
4954	GATA2	FCER1A	TRRUST	24639354	1	GATA2 / FCER1A
4955	EWSR1	CCK	TRRUST	17438102	1	EWSR1 / CCK
4956	PPARGC1A	APOA5	TRRUST	16891307	1	PPARGC1A / APOA5
4957	ZEB1	SMAD4	ORegAnno	21421563	1	ZEB1 / SMAD4
4958	RELA	COL2A1	TRRUST	19022820	1	RELA / COL2A1
4959	NFYC	GFI1B	TRRUST	19965638	1	NFYC / GFI1B
4960	GLI2	SYTL2	TFacTs	|14691458	2	GLI2 / SYTL2
4961	MYC	EIF4B	HTRI	12747840	1	MYC / EIF4B
4962	FOXM1	BRIP1	TRRUST	23108394	1	FOXM1 / BRIP1
4963	HIF1A	SDHB	TRRUST	17102089	1	HIF1A / SDHB
4964	RELA	HDAC7	TRRUST	21243522	1	RELA / HDAC7
4965	ETV4	RAD51	TFacTs	|16398215	2	ETV4 / RAD51
4966	BTF3	MRVI1	TRRUST	17312387	1	BTF3 / MRVI1
4967	MYB	WAS	TRRUST	10066431	1	MYB / WAS
4968	SP1	SMAD7	Fastforward	16714330	1	SP1 / SMAD7
4969	RELA	CXCL8	HTRI|TFacTs|TRRUST	16818736|7876168|16455661|pazar_pleiades_20100814|15079071|10506755|10530453|11297551|11564889|12058956|15350531|15387324|15688424|15958549|16764699|17040605|17041011|17917246|18074095|18996370|22340043|22891766|7876168|15517885|8413215|10477716|11120852|11342414|11953364|12218154|12485925|12643600|12707271|12716652|14631383|14670967|15289496|15950427|16004996|16105834|16803583|17045242|18281166|19376732|19732956|19786024|19837667|19966855|8617886|8878392|9698090	50	RELA / CXCL8
4970	ELF1	BRCA2	Fastforward|TRRUST	10557089|10557089	1	ELF1 / BRCA2
4971	RUNX3	CFLAR	TRRUST	17956589	1	RUNX3 / CFLAR
4972	HDAC1	AR	TRRUST	11971970	1	HDAC1 / AR
4973	HSF1	TNF	TRRUST	18689673	1	HSF1 / TNF
4974	RELA	HES1	TRRUST	17876798	1	RELA / HES1
4975	JUN	CSF1	TRRUST	7642615	1	JUN / CSF1
4976	NR1I2	NFIC	HTRI	19129222	1	NR1I2 / NFIC
4977	NFKB1	HYAL1	TRRUST	18718911	1	NFKB1 / HYAL1
4978	RELA	NCOR2	TRRUST	17876798	1	RELA / NCOR2
4979	NR1I2	ADAMTSL4	HTRI	19129222	1	NR1I2 / ADAMTSL4
4980	XBP1	ERP29	TRRUST	19265690	1	XBP1 / ERP29
4981	RELA	BIRC2	TRRUST	12010810|15756023|18566231|12687011|15050749|16453001|17673602|20103608	8	RELA / BIRC2
4982	STAT3	IL21	TRRUST	18209077	1	STAT3 / IL21
4983	UPF1	SLBP	TRRUST	25016523	1	UPF1 / SLBP
4984	E2F4	CCND1	TFacTs|TRRUST	|7929342|10594784|9584162	4	E2F4 / CCND1
4985	NFKB1	NCOR1	TRRUST	17876798	1	NFKB1 / NCOR1
4986	NAB2	RBL2	TRRUST	22431919	1	NAB2 / RBL2
4987	SPI1	CCL2	TRRUST	24429361	1	SPI1 / CCL2
4988	CREB1	CGA	TRRUST	10341006	1	CREB1 / CGA
4989	NFKB1	NOD2	TRRUST	12671897	1	NFKB1 / NOD2
4990	E2F1	MCM10	TFacTs	|15195143	2	E2F1 / MCM10
4991	JUN	SP3	TFacTs	|18342022	2	JUN / SP3
4992	ESR1	POR	HTRI	21393444	1	ESR1 / POR
4993	DDIT3	ATF5	TRRUST	16164412	1	DDIT3 / ATF5
4994	LMX1A	IAPP	PAZAR	1358758	1	LMX1A / IAPP
4995	YY1	ATXN10	ORegAnno	22951020	1	YY1 / ATXN10
4996	TFAP2A	ACHE	TRRUST	7559515	1	TFAP2A / ACHE
4997	MYC	CBX5	HTRI	12747840	1	MYC / CBX5
4998	ESR1	CCNG2	HTRI	16608856	1	ESR1 / CCNG2
4999	NR1D1	TLR4	HTRI	18511497	1	NR1D1 / TLR4
5000	ZNF24	VEGFA	TRRUST	20510677|23212515	2	ZNF24 / VEGFA
5001	SP1	CENPW	HTRI|TRRUST	20180024|20180024	1	SP1 / CENPW
5002	MYC	E2F2	Fastforward	9271400	1	MYC / E2F2
5003	SP1	NOS1	TRRUST	12237165	1	SP1 / NOS1
5004	SREBF2	ABCG5	TRRUST	21123766	1	SREBF2 / ABCG5
5005	TP63	FBXO32	HTRI	17521434	1	TP63 / FBXO32
5006	TP53	VCAN	TRRUST	12438652	1	TP53 / VCAN
5007	E2F1	GTF2H4	HTRI	12629508	1	E2F1 / GTF2H4
5008	POU2F1	SNAPC1	TRRUST	9644240	1	POU2F1 / SNAPC1
5009	HNF4A	G6PC	ORegAnno	15933209	1	HNF4A / G6PC
5010	CIITA	HLA-DRA	TRRUST	9600954|10886240|11429551|11889043|9300692	5	CIITA / HLA-DRA
5011	NR1I2	ATXN2	HTRI	19129222	1	NR1I2 / ATXN2
5012	ATF4	CA9	TRRUST	19564335	1	ATF4 / CA9
5013	ARID1A	IGH	TRRUST	18981111	1	ARID1A / IGH
5014	CEBPB	IRF9	Fastforward	11004486	1	CEBPB / IRF9
5015	ARX	PAX4	TRRUST	23771350	1	ARX / PAX4
5016	NR1I2	ITPRIP	HTRI	19129222	1	NR1I2 / ITPRIP
5017	HNF1A	MTR	HTRI	18697801	1	HNF1A / MTR
5018	PTTG1	ID3	TRRUST	16926250	1	PTTG1 / ID3
5019	ESRRG	NR0B1	TRRUST	16314306	1	ESRRG / NR0B1
5020	TCF7L1	IGFBP6	TFacTs	pmid: 14737101	1	TCF7L1 / IGFBP6
5021	PAX2	TP53	Fastforward|TRRUST	8521821|8521821	1	PAX2 / TP53
5022	TBL1X	MYC	TRRUST	20493879	1	TBL1X / MYC
5023	ATF4	DISC1	TRRUST	12812986	1	ATF4 / DISC1
5024	NFKB1	SLC9A2	TRRUST	11254504	1	NFKB1 / SLC9A2
5025	SMAD4	BTRC	TRRUST	14988407	1	SMAD4 / BTRC
5026	ETV4	SYN2	TRRUST	7592648	1	ETV4 / SYN2
5027	MAZ	CD4	TRRUST	7760814	1	MAZ / CD4
5028	GFI1	BAX	HTRI|TRRUST	17213822|17213822	1	GFI1 / BAX
5029	NRF1	PRDX5	TRRUST	21051700	1	NRF1 / PRDX5
5030	ARNTL	BHLHE40	Fastforward|TRRUST	12354771|19032342	2	ARNTL / BHLHE40
5031	RELA	GADD45G	TRRUST	23681230	1	RELA / GADD45G
5032	EHF	NKX3-1	Fastforward	20479932	1	EHF / NKX3-1
5033	GFI1B	MEF2C	TRRUST	21261500	1	GFI1B / MEF2C
5034	MZF1	PIK3R3	TRRUST	23509792	1	MZF1 / PIK3R3
5035	KLF6	LAMA1	TRRUST	17141338	1	KLF6 / LAMA1
5036	E2F1	TP53	Fastforward|TFacTs|TRRUST	8524253||12625370|15706352|8557038|12625370|21441950|22241525	7	E2F1 / TP53
5037	USF1	ACP5	TRRUST	12663664	1	USF1 / ACP5
5038	HNF1A	AKR1C4	HTRI|ORegAnno|TFacTs|TRRUST	12220531|11284743|11284743||11284743|12220531|11284743	3	HNF1A / AKR1C4
5039	SP1	EPO	TRRUST	14741200	1	SP1 / EPO
5040	CREB1	NRF1	TRRUST	20587593	1	CREB1 / NRF1
5041	MYC	MNX1	HTRI	12695333	1	MYC / MNX1
5042	NFYA	MYBL1	Fastforward	10951586	1	NFYA / MYBL1
5043	MYC	HERC5	TFacTs	|11983916	2	MYC / HERC5
5044	EP300	IFNG	TRRUST	12836278	1	EP300 / IFNG
5045	STAT3	TYK2	TRRUST	18550668	1	STAT3 / TYK2
5046	BRCA1	CDKN1A	TRRUST	16735508|18025037|21245169|10196224|11394910|12647291|9926942	7	BRCA1 / CDKN1A
5047	SP1	UGT1A6	ORegAnno	15933209	1	SP1 / UGT1A6
5048	MTA1	BRCA1	TRRUST	17922032	1	MTA1 / BRCA1
5049	MYCN	PDGFRB	HTRI	16093321	1	MYCN / PDGFRB
5050	MAX	PTPA	ORegAnno	22951020	1	MAX / PTPA
5051	ESR1	FOS	Fastforward|TRRUST	10619402|2119495|10037443	3	ESR1 / FOS
5052	SIRT1	CTNNB1	TRRUST	22245592	1	SIRT1 / CTNNB1
5053	RELA	HLA-A	TRRUST	19428110	1	RELA / HLA-A
5054	CDX1	PPARG	Fastforward|TFacTs|TRRUST	19059241|19059241|19059241	1	CDX1 / PPARG
5055	KLF4	ZNF750	TRRUST	25228645	1	KLF4 / ZNF750
5056	NKX3-1	FOS	TRRUST	22179513	1	NKX3-1 / FOS
5057	HSF4	RAD51	TRRUST	22587838	1	HSF4 / RAD51
5058	SP1	LDLR	HTRI|TRRUST	11792717|16303770	2	SP1 / LDLR
5059	AR	KLK1	TRRUST	11532861	1	AR / KLK1
5060	RELA	MT-CO1	TRRUST	19570036	1	RELA / MT-CO1
5061	NR1I2	ALG1L	HTRI	19129222	1	NR1I2 / ALG1L
5062	SP1	MICB	TRRUST	19139882|23527639	2	SP1 / MICB
5063	HOXA10	ID2	TRRUST	20565746	1	HOXA10 / ID2
5064	NFKB1	CCL11	HTRI|TRRUST	11076795|16604092|10586089|11076795|14660485	4	NFKB1 / CCL11
5065	E2F1	XRCC1	TFacTs|TRRUST	|19031698|19031698	2	E2F1 / XRCC1
5066	REST	CYP11B1	PAZAR	8790425	1	REST / CYP11B1
5067	RELA	BCL2L11	TRRUST	18223231	1	RELA / BCL2L11
5068	SP1	PAX6	TRRUST	11574690	1	SP1 / PAX6
5069	FOSL1	CLU	HTRI|TRRUST	10406964|10406964	1	FOSL1 / CLU
5070	SFPQ	ADARB2	TRRUST	24173718	1	SFPQ / ADARB2
5071	SP1	COL2A1	TRRUST	12888570|18065760	2	SP1 / COL2A1
5072	IRF1	IL27	TRRUST	17684041|20083668	2	IRF1 / IL27
5073	ESR1	ABCB10	HTRI	20034404	1	ESR1 / ABCB10
5074	TFAP2A	TIMP2	TRRUST	8810321	1	TFAP2A / TIMP2
5075	NFKB1	MADCAM1	TRRUST	15483224	1	NFKB1 / MADCAM1
5076	MYC	HIF1A	HTRI	12695333	1	MYC / HIF1A
5077	ATF4	PLAU	TRRUST	18829529	1	ATF4 / PLAU
5078	TFAP2A	FMR1	HTRI	16886907	1	TFAP2A / FMR1
5079	NFKB1	PIGR	HTRI|TRRUST	10803841|10803841|11714807	2	NFKB1 / PIGR
5080	FOXO1	DUSP4	TFacTs	|12351634	2	FOXO1 / DUSP4
5081	CREB5	TGFBR3	TRRUST	21132541	1	CREB5 / TGFBR3
5082	SIRT1	PAX6	TRRUST	20631301	1	SIRT1 / PAX6
5083	STAT2	SCARB2	TRRUST	17998316	1	STAT2 / SCARB2
5084	NR4A1	MMP2	TRRUST	22551568	1	NR4A1 / MMP2
5085	SREBF2	CYP4F2	TFacTs	|17142457	2	SREBF2 / CYP4F2
5086	RELA	HMOX1	TRRUST	8016102	1	RELA / HMOX1
5087	EZH2	CDKN2A	TRRUST	23289480	1	EZH2 / CDKN2A
5088	ETS1	CDK11B	TFacTs	|15656972	2	ETS1 / CDK11B
5089	MYC	FMR1	TRRUST	9328468	1	MYC / FMR1
5090	EGR1	PLAU	TRRUST	21283769	1	EGR1 / PLAU
