TF	Target	Sources	PMIDs	N
RELA	BIRC2	TRRUST	12010810|15756023|18566231|12687011|15050749|16453001|17673602|20103608	8
STAT3	IL21	TRRUST	18209077	1
UPF1	SLBP	TRRUST	25016523	1
E2F4	CCND1	TFacTs|TRRUST	|7929342|10594784|9584162	4
NFKB1	NCOR1	TRRUST	17876798	1
NAB2	RBL2	TRRUST	22431919	1
SPI1	CCL2	TRRUST	24429361	1
CREB1	CGA	TRRUST	10341006	1
NFKB1	NOD2	TRRUST	12671897	1
E2F1	MCM10	TFacTs	|15195143	2
JUN	SP3	TFacTs	|18342022	2
ESR1	POR	HTRI	21393444	1
DDIT3	ATF5	TRRUST	16164412	1
LMX1A	IAPP	PAZAR	1358758	1
YY1	ATXN10	ORegAnno	22951020	1
TFAP2A	ACHE	TRRUST	7559515	1
MYC	CBX5	HTRI	12747840	1
ESR1	CCNG2	HTRI	16608856	1
NR1D1	TLR4	HTRI	18511497	1
ZNF24	VEGFA	TRRUST	20510677|23212515	2
SP1	CENPW	HTRI|TRRUST	20180024|20180024	1
MYC	E2F2	Fastforward	9271400	1
SP1	NOS1	TRRUST	12237165	1
SREBF2	ABCG5	TRRUST	21123766	1
TP63	FBXO32	HTRI	17521434	1
TP53	VCAN	TRRUST	12438652	1
E2F1	GTF2H4	HTRI	12629508	1
POU2F1	SNAPC1	TRRUST	9644240	1
HNF4A	G6PC	ORegAnno	15933209	1
CIITA	HLA-DRA	TRRUST	9600954|10886240|11429551|11889043|9300692	5
NR1I2	ATXN2	HTRI	19129222	1
ATF4	CA9	TRRUST	19564335	1
ARID1A	IGH	TRRUST	18981111	1
CEBPB	IRF9	Fastforward	11004486	1
ARX	PAX4	TRRUST	23771350	1
NR1I2	ITPRIP	HTRI	19129222	1
HNF1A	MTR	HTRI	18697801	1
PTTG1	ID3	TRRUST	16926250	1
ESRRG	NR0B1	TRRUST	16314306	1
TCF7L1	IGFBP6	TFacTs	pmid: 14737101	1
PAX2	TP53	Fastforward|TRRUST	8521821|8521821	1
TBL1X	MYC	TRRUST	20493879	1
ATF4	DISC1	TRRUST	12812986	1
NFKB1	SLC9A2	TRRUST	11254504	1
SMAD4	BTRC	TRRUST	14988407	1
ETV4	SYN2	TRRUST	7592648	1
MAZ	CD4	TRRUST	7760814	1
GFI1	BAX	HTRI|TRRUST	17213822|17213822	1
NRF1	PRDX5	TRRUST	21051700	1
ARNTL	BHLHE40	Fastforward|TRRUST	12354771|19032342	2
RELA	GADD45G	TRRUST	23681230	1
EHF	NKX3-1	Fastforward	20479932	1
GFI1B	MEF2C	TRRUST	21261500	1
MZF1	PIK3R3	TRRUST	23509792	1
KLF6	LAMA1	TRRUST	17141338	1
E2F1	TP53	Fastforward|TFacTs|TRRUST	8524253||12625370|15706352|8557038|12625370|21441950|22241525	7
USF1	ACP5	TRRUST	12663664	1
HNF1A	AKR1C4	HTRI|ORegAnno|TFacTs|TRRUST	12220531|11284743|11284743||11284743|12220531|11284743	3
SP1	EPO	TRRUST	14741200	1
CREB1	NRF1	TRRUST	20587593	1
MYC	MNX1	HTRI	12695333	1
NFYA	MYBL1	Fastforward	10951586	1
MYC	HERC5	TFacTs	|11983916	2
EP300	IFNG	TRRUST	12836278	1
STAT3	TYK2	TRRUST	18550668	1
BRCA1	CDKN1A	TRRUST	16735508|18025037|21245169|10196224|11394910|12647291|9926942	7
SP1	UGT1A6	ORegAnno	15933209	1
MTA1	BRCA1	TRRUST	17922032	1
MYCN	PDGFRB	HTRI	16093321	1
MAX	PTPA	ORegAnno	22951020	1
ESR1	FOS	Fastforward|TRRUST	10619402|2119495|10037443	3
SIRT1	CTNNB1	TRRUST	22245592	1
RELA	HLA-A	TRRUST	19428110	1
CDX1	PPARG	Fastforward|TFacTs|TRRUST	19059241|19059241|19059241	1
KLF4	ZNF750	TRRUST	25228645	1
NKX3-1	FOS	TRRUST	22179513	1
HSF4	RAD51	TRRUST	22587838	1
SP1	LDLR	HTRI|TRRUST	11792717|16303770	2
AR	KLK1	TRRUST	11532861	1
RELA	MT-CO1	TRRUST	19570036	1
NR1I2	ALG1L	HTRI	19129222	1
SP1	MICB	TRRUST	19139882|23527639	2
HOXA10	ID2	TRRUST	20565746	1
NFKB1	CCL11	HTRI|TRRUST	11076795|16604092|10586089|11076795|14660485	4
E2F1	XRCC1	TFacTs|TRRUST	|19031698|19031698	2
REST	CYP11B1	PAZAR	8790425	1
RELA	BCL2L11	TRRUST	18223231	1
SP1	PAX6	TRRUST	11574690	1
FOSL1	CLU	HTRI|TRRUST	10406964|10406964	1
SFPQ	ADARB2	TRRUST	24173718	1
SP1	COL2A1	TRRUST	12888570|18065760	2
IRF1	IL27	TRRUST	17684041|20083668	2
ESR1	ABCB10	HTRI	20034404	1
TFAP2A	TIMP2	TRRUST	8810321	1
NFKB1	MADCAM1	TRRUST	15483224	1
MYC	HIF1A	HTRI	12695333	1
ATF4	PLAU	TRRUST	18829529	1
TFAP2A	FMR1	HTRI	16886907	1
NFKB1	PIGR	HTRI|TRRUST	10803841|10803841|11714807	2
FOXO1	DUSP4	TFacTs	|12351634	2
CREB5	TGFBR3	TRRUST	21132541	1
SIRT1	PAX6	TRRUST	20631301	1
STAT2	SCARB2	TRRUST	17998316	1
NR4A1	MMP2	TRRUST	22551568	1
SREBF2	CYP4F2	TFacTs	|17142457	2
RELA	HMOX1	TRRUST	8016102	1
EZH2	CDKN2A	TRRUST	23289480	1
ETS1	CDK11B	TFacTs	|15656972	2
MYC	FMR1	TRRUST	9328468	1
EGR1	PLAU	TRRUST	21283769	1
PIAS3	ATF1	TRRUST	17565989	1
USF1	FOXA2	TRRUST	22460558	1
E2F1	STIL	TFacTs	|18649360	2
NR1I2	RAB3A	TRRUST	21072196	1
GATA3	IFNG	HTRI|TRRUST	8228802|21507199	2
SREBF1	LPIN1	TRRUST	19553673	1
CIITA	S100A4	TRRUST	17143014	1
STAT5B	IFNG	TRRUST	15528362	1
FOXA3	C4BPB	PAZAR	1990282	1
KLF2	CDKN1A	TRRUST	15361832	1
XPC	CASP2	TRRUST	22174370	1
MYC	HNRNPA1	HTRI|TRRUST	12747840|12695333|20010808	3
ATF1	SLC22A8	TRRUST	16809478	1
KAT5	STAT3	TRRUST	12551922	1
CREB1	CYP11A1	TRRUST	11057754	1
FOSL2	CLU	HTRI|TRRUST	10406964|10406964	1
PROX1	IFNG	TRRUST	20064070	1
PPARA	SERPINE1	TRRUST	15631825|12667383	2
FOXO1	ACADSB	TFacTs	|12351634	2
GLI2	EFEMP1	TFacTs	|14691458	2
SPI1	IFIT3	HTRI|TRRUST	21176776|21176776	1
VDR	DDIT4	TRRUST	21123297	1
MYC	SHMT1	TRRUST	12138190	1
SP3	FBLN1	TRRUST	11829738	1
YY1	CCL13	TRRUST	12805085	1
IRF3	TLR3	TRRUST	22208359	1
ZFHX3	MYB	TRRUST	15750593	1
POU5F1	FGF4	TRRUST	10801796	1
CTCF	TSFM	ORegAnno	22951020	1
NR5A2	CYP19A1	TRRUST	11927588	1
STAT4	FPR1	ORegAnno	22174875	1
CTCF	GALT	ORegAnno	22951020	1
SPI1	MME	TRRUST	15892171	1
MYC	MTHFD1	HTRI	12747840	1
NEUROD1	PAX6	PAZAR	12962539	1
REST	PENK	TRRUST	21832040	1
TFAP4	TARBP2	Fastforward	16343534	1
LRRFIP1	EGFR	TRRUST	14522076	1
JUNB	NQO1	TRRUST	11035254	1
SP3	SLC1A3	TRRUST	14713304	1
PARP1	SERPINE1	TRRUST	22159350	1
ESR1	TFAP2C	HTRI	20034404|14565844	2
RELA	ICAM1	HTRI|TFacTs|TRRUST	16455661|7957928|10738944|19351910|10926553|9188493|10553096|10092659|10946302|11463837|11877286|16317091|16385502|17121934|19074768|19351910|20173029|22001597|22708120|9733827|9888295|9916895|10228026|10837365|10926553|11401521|12490396|12691701|15800027|15843586|16105834|16453001|18285351|18928584|20103608|9192770	34
BRCA1	EGR1	TRRUST	20103632	1
GATA3	TCF7L2	TRRUST	22951069	1
RELA	MICA	TRRUST	15494508	1
KLF4	IVL	TRRUST	23599428	1
NR1H3	ABCG4	TRRUST	16141411	1
TP53	MMP1	TRRUST	15108353	1
MYC	LDHB	TFacTs	|11983916	2
PPARD	PDK4	TRRUST	15955060	1
PCGF2	ZEB2	TRRUST	23474752	1
YY1	GNAS	TRRUST	18458536	1
E2F3	MAPK8	TRRUST	20800677	1
KLF15	RHO	TRRUST	15277472|15963234	2
FLI1	COL1A2	TRRUST	24058639	1
FOS	CYP1A2	TRRUST	12135113	1
SP1	OXTR	TRRUST	22030357	1
TP53	ALKBH2	TRRUST	20661249	1
MAFG	MLH1	TRRUST	25219500	1
SP1	TNC	TRRUST	15001984|10618716|16245312	3
RUNX1	GATA2	Fastforward	20363750	1
HOXC6	IGFBP3	TRRUST	15637592	1
FOXO3	BCL6	HTRI|TRRUST	18226221|15509806	2
STAT3	NANOG	TRRUST	21689689	1
ATF2	IMPDH2	TRRUST	9278455	1
E2F6	DCTN4	HTRI	12909625	1
CTCF	HSPA5	ORegAnno	22951020	1
FOXA2	EPHX1	PAZAR	15465926	1
E2F3	PPP1R13B	TFacTs	|15731768	2
SETBP1	PTPA	TRRUST	21233840	1
CTCF	ZNF763	ORegAnno	22951020	1
EGR1	FAS	TFacTs|TRRUST	|9300687|9300687	2
EP300	CCNE1	TRRUST	12414652	1
HES6	HTR1A	TRRUST	18499474	1
NR1I2	PLEKHA2	HTRI	19129222	1
RUNX2	PLAU	TRRUST	18331818	1
XRCC5	ERBB2	TRRUST	22899247	1
SP1	KCNQ3	TRRUST	20926649	1
NR3C2	CCR5	TRRUST	11751947	1
E2F1	H19	TFacTs|TRRUST	|15985428|15985428	2
MITF	GPR143	TFacTs	|1999537|19067971	3
RELA	CCL20	TRRUST	11749970|22240809	2
REL	SELE	HTRI|TRRUST	12408953|12408953	1
TCF3	CR2	HTRI|TRRUST	11739509|11739509	1
JUNB	VIP	PAZAR	10464293	1
TAF1	TBP	TRRUST	16858867	1
SIRT1	PPARG	TRRUST	15850715	1
CREM	TAF4	TRRUST	10409662	1
MEF2A	MAPK7	TRRUST	18073218	1
SP1	IL2	TRRUST	8814256	1
HDAC1	HSPA5	TRRUST	19417144	1
MTA2	FSHR	TRRUST	23086931	1
JUND	PTGS2	TRRUST	9620167	1
JUN	SERPINB5	TFacTs	9040939	1
SP1	HSD17B2	HTRI|TRRUST	18270252|16807381|18270252	2
PURA	AR	HTRI|TRRUST	18413735|18413735|19790234	2
SREBF1	SLC2A4	TFacTs	|16787385	2
BRCA1	IRF7	TRRUST	17374731	1
REST	CHGA	TRRUST	19118055	1
NFKB1	TAPBP	TRRUST	18694960	1
GATA6	LCT	PAZAR	16301215	1
USF1	CTSB	HTRI|TRRUST	14669984|14669984|15276216	2
ZBTB7A	COMP	TRRUST	15337766	1
ETS1	NKX3-1	TRRUST	20842667	1
CEBPB	ADH1C	ORTI|TFacTs	1620113|1620113	1
TRIM22	RELA	TRRUST	21651891	1
MYC	NOL7	HTRI|TRRUST	20206243|20206243	1
LEF1	LIMA1	TFacTs	15979100	1
CUX1	FTO	TRRUST	23341774	1
CEBPB	GNLY	TRRUST	12460196	1
NFATC1	CYP2E1	TRRUST	20723539	1
MYC	RCC1	HTRI|TFacTs|TRRUST	12695333||14519204|9178906	4
NFKB1	OPRM1	TRRUST	18523482	1
E2F1	ATM	TFacTs|TRRUST	|12527885|12527885|22832221|23993922	4
GATA3	IL10	TRRUST	21507199	1
YY1	PICALM	ORegAnno	22951020	1
MYCN	SSH1	HTRI	16093321	1
LMO2	ZEB1	TRRUST	20731704	1
ESR2	FOS	TRRUST	10037443	1
CTCF	CHRNA6	ORegAnno	22951020	1
NR0B1	CAMP	TRRUST	12213901	1
CREB1	MALAT1	HTRI	20149803	1
RELA	CCNB1	TRRUST	11861406|19610058	2
MYC	POLR2F	TFacTs	|11983916	2
CEBPB	IL18BP	ORTI		1
BRCA1	IFNA1	TRRUST	17374731	1
CREB1	NR4A2	Fastforward	11884470	1
MTA1	NOS2	TRRUST	20022949	1
POU1F1	GHR	TRRUST	7529501	1
CREB1	AQP3	TRRUST	18495115	1
TP53	ID2	Fastforward|TRRUST	18701504|16557594	2
PPARD	HSD11B2	TRRUST	15591138	1
CEBPD	GAPDH	HTRI|ORTI|TRRUST	12842822||12842822	2
E2F2	CDCA4	TFacTs	|16984923	2
CDCA7L	MAOB	TRRUST	20980443	1
MTF1	PGF	TRRUST	19956853	1
GATA2	RAVER1	ORegAnno	22951020	1
UPF2	UPF1	TRRUST	19095803	1
NANOG	FGF4	TRRUST	22378194	1
NFKB1	GATA3	TRRUST	20660789	1
SP1	MYC	Fastforward|TRRUST	2690070|7721877|7876260|8349701|8355712|8649373|8831693|9294605|2057364|8355712	9
RUNX2	MMP13	TFacTs|TRRUST	|16144844|19121369|15564063	4
BCL3	RELA	TRRUST	7896265	1
IRF6	NR1H4	TRRUST	12525500	1
SRY	SOX9	TRRUST	11980203|19513096|19753101|22215485|22613723|21408189|21412441	7
SHOX	NPPB	TRRUST	17881654|24421874	2
MTF1	SNCB	TRRUST	21386983	1
ASH1L	TGFB1	TRRUST	22488473	1
PPARG	FASLG	TRRUST	18293083	1
TP63	FASN	HTRI	19861536|16582625	2
GATA1	PBXIP1	TRRUST	22187427	1
SP1	CD14	TRRUST	17203216|11698458	2
MYC	SART3	TRRUST	21447833	1
MTA1	ITGB3BP	TRRUST	15254226	1
NFKB1	MMP2	TRRUST	17498959|19303700|20352621	3
ING1	BAX	TRRUST	15662138|16325212	2
NFYC	CDKN1B	TRRUST	15064717	1
HOXB13	TCF7L2	Fastforward	15126340	1
SREBF1	PCSK9	TRRUST	17921436	1
YY1	COQ9	ORegAnno	22951020	1
SP1	NAB2	HTRI	16260776	1
MUC1	TP53	Fastforward	17308127	1
NFKB1	LCN2	TRRUST	15536164|19707556|20220144|24391115	4
PAX5	FHL2	TRRUST	21540083	1
SP1	TFAP2C	Fastforward	12733991	1
MED1	UBE2C	TRRUST	21556051	1
JUNB	EGFR	TRRUST	10803405	1
STAT3	MUC4	TRRUST	18573283|15485908	2
SRF	ACTB	ORegAnno|PAZAR	1762920|1762920	1
YBX1	AGT	HTRI|TRRUST	11829142|11829142	1
EP300	TRIM22	TRRUST	23670564	1
MYC	DCK	HTRI	12695333	1
YY1	MRPS10	ORegAnno	22951020	1
TRIM16	E2F1	TRRUST	20729920	1
FOXO1	PCK2	HTRI	10385407	1
MEF2A	ZNF266	HTRI	21468593	1
CREB1	NTS	TRRUST	7791794	1
HIF1A	ALDOA	TFacTs|TRRUST	|8089148|8955077	3
TP53	APEX1	HTRI	18208837	1
GLI2	GLI1	Fastforward	15175043	1
FUS	DDIT3	TRRUST	11162437	1
PPARG	LEF1	Fastforward	17980157	1
E2F4	PPARG	TFacTs|TRRUST	|12110166|12110166	2
SP1	ERVW-1	TRRUST	15888734	1
NFYB	TP53	Fastforward	12145335	1
IRF4	FCER2	TRRUST	11342629	1
USF2	IGF2R	TRRUST	12857727	1
TRIM28	S100A9	PAZAR	12167632	1
MSX2	NKX3-1	TRRUST	22848398	1
RARA	ANXA8	TRRUST	1313714	1
FOSL2	IBSP	TRRUST	23485603	1
PITX2	WNT2	TRRUST	23250740	1
HNF4A	APOA4	ORegAnno	15583007	1
NFKB1	TGFB1	TRRUST	16365456	1
FOXP1	KLK3	TRRUST	18640093	1
SP1	ABCG2	TRRUST	21465479	1
AR	FOLH1	TRRUST	12539223	1
MYC	KRAS	TRRUST	21252116	1
GATA2	LYL1	ORegAnno	22951020	1
HIVEP2	MYC	Fastforward	10918054	1
MYC	FAH	HTRI	12695333	1
RELA	IGF2BP2	TRRUST	17426251	1
JUN	DDIT3	Fastforward|TRRUST	8670069|22622069	2
E2F6	BRCA1	HTRI|TFacTs|TRRUST	12909625||12909625|19466541	3
NFKB1	PTGFR	TRRUST	16855208	1
BRCA1	BRCA1	TFacTs	20068145	1
MYC	NAP1L1	HTRI	12747840	1
RELA	MYC	Fastforward|TRRUST	11114727|17018379|18566231|11114727|12894581|17673602|17944672|18184402|19469019|19766095|21790895	10
PARP1	FN1	TRRUST	22223884	1
TAL1	ALDH1A2	TRRUST	9819382	1
SP1	PLAT	HTRI|TRRUST	21437359|18419748|21437359|9851700	3
HDAC11	MYC	TRRUST	20493879	1
SP1	TYMP	TRRUST	17805539	1
ZIC1	BCL2L13	TRRUST	20713527	1
CTCF	FBXO7	ORegAnno	22951020	1
SIRT1	CCAR2	TRRUST	23892437	1
ESR1	KDR	HTRI|TRRUST	16574784|16574784	1
ETV4	MMP1	TRRUST	9794472	1
PKNOX1	UGT2B17	HTRI	12065766	1
HDAC2	DNMT1	TRRUST	22328086	1
SMAD2	NKX2-1	TRRUST	23259454	1
E2F4	AURKB	TRRUST	15033491	1
STAT1	CTSB	TRRUST	11556541	1
IRF1	TNFSF10	TRRUST	21858676	1
CTCF	COMMD2	ORegAnno	22951020	1
EGR1	DMRT1	TRRUST	11870074	1
CREB1	SPRR1B	HTRI	20042643	1
EBF1	VPREB1	PAZAR	12606779	1
NR3C1	CCND3	TRRUST	9154817	1
NFKB1	CCL2	HTRI|TRRUST	9388261|10530453|11512674|12488502|12647268|16206198|16764699|20200316|9388261|10744656|11006087|11949945|12218154|14631383|15950427|16040075|16818736|8617886	17
HSF2	MAP2K4	TRRUST	11557063	1
TP63	WFDC12	HTRI	17521434	1
SRF	CFTR	TRRUST	16170155	1
STAT1	SEMA4B	ORegAnno	22951020	1
GATA4	SI	TRRUST	22539995	1
MYC	PDHA1	HTRI	12695333	1
MYCN	IFNG	TRRUST	9570357	1
NFKB1	CCNB1	TRRUST	11861406|19610058	2
KLF5	CCNB1	TRRUST	21951574	1
FOS	IL1A	HTRI|TRRUST	8688489|8688489	1
ESR2	COG5	HTRI	20034404	1
TAL1	CD7	HTRI	20028976	1
E2F2	FBXO5	TFacTs	|18439978	2
MYB	SPP1	HTRI	18459127	1
PAX5	BAX	TRRUST	22105368	1
TP53	CDC25C	HTRI	19861536	1
HOXD3	ITGA5	TRRUST	14610084	1
SIRT1	WRN	TRRUST	17996922	1
GATA3	ZXDC	HTRI	19735555	1
ATF1	MITF	TRRUST	12966428|20068147	2
SOX4	DHX9	TRRUST	19147588|22098624	2
ATF2	PCK2	TRRUST	11042264	1
JUND	GCLM	HTRI	10441483	1
NFYC	SOX18	TRRUST	18496767	1
JUN	TNFRSF1B	TRRUST	9743209	1
HNF4A	CDKN1A	TRRUST	17885207	1
PIAS1	PRMT1	TRRUST	19136629	1
HSF1	GUCA2B	TRRUST	22129966	1
YY1	IL4	TRRUST	11687571	1
IRF1	CASP7	TRRUST	10918594	1
HDAC1	MICA	TRRUST	17625602	1
MYB	CCNA1	HTRI|TRRUST	10590070|10590070	1
CTCF	S100Z	ORegAnno	22951020	1
E2F1	FHIT	TRRUST	15044096	1
RFXAP	HLA-DRB1	TRRUST	11258423|18723135	2
NFKB1	IGF2BP2	TRRUST	17426251	1
XRCC5	ALOX15	HTRI	11196700	1
PPARA	NR1I2	Fastforward	16243957	1
JUNB	MT-CO2	HTRI	9620167	1
GATA2	GULP1	ORegAnno	22951020	1
GATA3	ITPK1	HTRI	19559773	1
KLF9	PDCD5	TRRUST	24173774	1
TFAP2A	HIP1	TRRUST	11517213	1
MYC	HLA-G	TRRUST	8206526	1
NCOR1	IGFBP3	TRRUST	23098689	1
HBP1	NCF1	TRRUST	15024088|18258815	2
SP3	HDAC4	TRRUST	16280357	1
CREB1	GSK3B	TRRUST	11579131	1
YY1	FOS	Fastforward	1322499|1339307|1425594|1508214|1639071|1722028|1756729|1898992|2108863|2492906|2786995|7958835|8386592|8417320|8475068	15
RORC	IL22	TRRUST	19578368	1
NFKBIA	IL1B	TRRUST	15228586	1
NFIB	LHX3	Fastforward	16179410	1
NFKB1	TRPC1	TRRUST	16709572	1
STAT3	KLF11	HTRI|TRRUST	18505768|18505768	1
NCOR2	MYCN	TRRUST	21212796	1
E2F4	GTF2H4	HTRI	11799066	1
NR3C1	MAOA	PAZAR|TRRUST	16728402|16728402	1
E2F2	MCM5	TFacTs	|10327050	2
PAX4	INS	TRRUST	17426099|10601637	2
GLI2	DLX3	TFacTs	|14691458	2
MXI1	MYCN	TRRUST	15382088	1
RXRA	APOA4	HTRI	19433068	1
IKBKB	CXCL8	TRRUST	12296854	1
PTTG1	MYC	TRRUST	22475756|11115508	2
EGR1	ALOX5	HTRI|TRRUST	10436859|9062372|15517885|10436859	3
EZH2	MYC	TRRUST	23079660	1
NFKB1	REPS2	TRRUST	15184881	1
TCF7L2	SRSF3	TFacTs	pmid: 18952824	1
SP1	BTK	TRRUST	10362515	1
SMAD3	CCND2	TRRUST	24416423	1
SP2	CEACAM1	TRRUST	15126343	1
TP73	E2F1	TRRUST	19363520	1
RELA	CD40LG	HTRI|TRRUST	11160303|11160303|11529914|21243522	3
SFPQ	NEAT1	TRRUST	24507715	1
MKL1	SRF	TRRUST	14565952	1
FOXA1	IFI27	HTRI	16331276	1
ESR1	APRT	HTRI	20034404	1
SP3	ITGA5	HTRI	18775869	1
SP1	ASPH	HTRI	17681019	1
E2F1	ELF4	TFacTs	|20805247	2
IRF1	TAP2	TRRUST	18694960	1
ESR1	POFUT1	HTRI	20034404	1
SOX4	KMT2A	TRRUST	20019190	1
STAT1	HSP90AA1	TRRUST	12940076	1
IRF2	CXCR4	TRRUST	21447649	1
MYC	GTF2H2	HTRI	12747840	1
RELA	CD28	TRRUST	16365455	1
HDAC1	CYP3A4	TRRUST	21996064	1
EGR1	HSD11B2	TRRUST	15659537	1
ZNF76	CDKN1A	TRRUST	15280358	1
GATA2	HCRTR2	HTRI	20156195	1
STAT3	MDC1	TRRUST	20804538	1
MYOD1	ACTC1	PAZAR	2123467	1
TEAD1	ATP6V0A2	TRRUST	15878913	1
AR	NFKB1	TRRUST	18386814	1
TCF7L2	PLAUR	HTRI	19784072	1
MITF	CTSK	TRRUST	21602817	1
HNF4A	TCF7L2	TRRUST	22951069	1
NFYA	XBP1	Fastforward	10958673	1
AR	MMP2	HTRI	16888681	1
SP1	NFKBIA	Fastforward	7937093	1
MYC	GAPDH	HTRI	12695333	1
POU2F1	SNAI2	TRRUST	23836662	1
USF2	APOA2	TRRUST	9880489	1
SP3	FGFR3	TRRUST	22334592	1
GRHL1	CYP11A1	TRRUST	18004979	1
CREB5	CFB	TRRUST	21132541	1
SP1	SERPINB1	HTRI	10861849	1
NR1H2	PLTP	TFacTs	|19258656	2
NFKB1	SFTPA1	TRRUST	12040027	1
HDAC1	SERPINB5	TRRUST	10709100	1
CEBPD	CCL20	TRRUST	23028973	1
FLI1	FOXM1	TRRUST	23365673	1
ANKRD1	NPPA	TRRUST	18273862	1
GLI3	HLA-G	TRRUST	23592762	1
ETS1	FOXP3	Fastforward	20574810	1
MYC	CCT5	HTRI	12747840	1
VHL	KLF10	TRRUST	18359287	1
FOS	CLU	HTRI|TRRUST	10406964|10406964	1
NR2F2	APOB	PAZAR	9580705	1
SP3	NFKB1	TRRUST	20538607	1
TWIST1	RBL2	TRRUST	19051271	1
RELA	MMP12	TRRUST	20051654	1
ESR1	HTRA2	TRRUST	21486948	1
BRCA1	HIF1A	TRRUST	16543242	1
MYC	PTBP1	TRRUST	20010808	1
RB1	IGF1	TRRUST	18281476	1
YY1	ERCC5	TRRUST	17893230	1
EGR1	PTEN	TRRUST	17516844|20514024|20959484	3
CREBBP	PPARA	TRRUST	10542237	1
RELA	PADI1	HTRI	20596086	1
IRF1	TAP1	TRRUST	18694960|9632673	2
ZNF419	CDKN2A	HTRI	19340300	1
E2F1	MYC	HTRI|Fastforward|TFacTs|TRRUST	12629508|2141565|2524830|2721961||8208548|11705881	7
ESR2	PTPRC	TRRUST	11517296	1
ESR1	ABCG2	TRRUST	10342828	1
NR2F6	APOA2	TRRUST	1639815	1
SP3	FBP1	TRRUST	11023824	1
SP3	CYP3A5	HTRI|TRRUST	11485307|11485307	1
ERF	UTRN	TRRUST	17507653	1
SMAD3	FSTL3	TRRUST	11571638	1
GATA3	ZNF507	HTRI	19559773	1
NFYA	E2F1	Fastforward	10446910|12697671	2
MYC	U2SURP	HTRI	12747840	1
SREBF2	ABCA1	TFacTs|TRRUST	|15358760|15922656|16901265	4
HDAC9	RELA	TRRUST	15964798	1
MYC	SERPINE1	HTRI	12695333	1
STAT1	IL1R1	TRRUST	15972639	1
USF1	RAD50	ORegAnno	22951020	1
CDCA7L	MAOA	PAZAR	16728402	1
NPM1	PTPN6	TRRUST	16825495	1
CLOCK	STAR	TRRUST	17431006	1
WT1	CYP19A1	TRRUST	12213901	1
MYC	CHEK2	TRRUST	23269272	1
NCOA1	EPO	TRRUST	20368990	1
ETS1	PLAU	TRRUST	10211993|11556732	2
CLOCK	KAT5	TRRUST	18458078	1
EPAS1	F7	HTRI	17018600	1
PAX6	PAX6	TFacTs	|17251190	2
ZIC1	EIF3M	TRRUST	20713527	1
NFYB	SOX18	TRRUST	18496767	1
E2F1	E2F2	Fastforward	9271400	1
SREBF1	CAV1	TRRUST	19808659	1
ATF2	IFNB1	TRRUST	17496231|10848607	2
HOXD10	HOXD9	Fastforward	1756725	1
SP1	KRT18	HTRI|TRRUST	7537848|10094831|7537848	2
FLI1	CDKN2A	HTRI	19340300	1
SP3	FOXP3	TRRUST	20462637	1
ETV4	GALT	HTRI	15611127	1
GATA2	PPP1R15A	ORegAnno	22951020	1
TP53	POLD1	Fastforward|TRRUST	11375983|11375983	1
GATA1	CDA	TRRUST	14744791	1
KLF13	LDLR	TRRUST	16303770	1
MYC	POLR3D	HTRI	12695333	1
NCOA6	CYP2C9	TRRUST	21292004	1
HDAC1	PHB	TRRUST	21152868	1
HIF1A	EPO	TRRUST	8089148|8663540|16281953	3
FOS	OXTR	TRRUST	10218980	1
HNF1A	TM4SF1	TRRUST	18697801	1
NUPR1	CDKN1A	TRRUST	18690848|22858377	2
CREB5	MX1	TRRUST	21132541	1
ESR2	AQP3	HTRI	20034404	1
HSF1	CDKN1A	TRRUST	20622894	1
DNMT1	MSH2	TRRUST	16473673	1
NR5A1	NOV	TRRUST	17566092	1
IRF1	OGN	HTRI|TRRUST	12020827|12835654	2
ESR1	ZFHX3	TRRUST	21367855	1
MYC	NUTF2	TFacTs	|11983916	2
RARA	PLAT	HTRI|PAZAR	19538480|7706255	2
TP63	STAT6	HTRI|PAZAR	17521434|17521434	1
MYCN	ID2	TRRUST	12670915	1
USF2	HOXB4	HTRI|Fastforward|TRRUST	11085749|11085749|12791656|11085749	2
STAT1	KIF2A	ORegAnno	22951020	1
CNOT7	MSMB	TRRUST	15937477	1
GATA2	PNPLA8	ORegAnno	22951020	1
RELA	CD38	TRRUST	17322278|18341691|18441094	3
NR1I2	B4GALT1	HTRI	19129222	1
HDAC1	CDH1	TRRUST	18794357|19182791|20580679|21184735|21685935|24424621	6
CEBPB	IL1B	TRRUST	17386941|10383163|10801783	3
STAT4	IRF1	Fastforward|TRRUST	8621447|10068671|10358173|14993214|10068671|10358173	4
IL17RD	PAX6	PAZAR	11574690	1
HDAC1	IGFBP3	TRRUST	12200149	1
MYC	RBBP4	HTRI	12747840	1
PCBD1	FXYD2	TRRUST	24204001	1
PITX3	SLC6A3	PAZAR	16477036	1
MAZ	CLCNKA	TRRUST	10982849|11473619	2
FABP4	DRD1	PAZAR	8226883|10640692	2
SMAD3	COL7A1	TFacTs|TRRUST	9582342|9843964	2
SP1	CCK	HTRI|TRRUST	8561897|8561897	1
STAT3	OPRM1	TRRUST	15448191	1
FOS	NTF3	TRRUST	7733919	1
USF1	PTPN6	TRRUST	12071971	1
TP53	SIAH1	TRRUST	20421190	1
SP1	XPC	TRRUST	19934262|21507255	2
SP1	KRT5	TRRUST	12024040	1
